You give loan to which types of business?,neutral
Would abcd company direct be right for my business,question
Will you give me your loan?,question
To which types of companies do you give loans,question
To which types of businesses do you offer loan?,question
How much amount of money can I have?,question
How much can I borrow and for how long?,question
Amount given for loan?,neutral
Amount I can borrow from this loan?,neutral
Amount I can have as loan?,neutral
Amount I can take as loan?,neutral
Amount of loan that I can take?,neutral
How much loan amount can I get?,question
Amount of money I can take as a loan?,neutral
Amount of money I can take as loan?,neutral
Amount of money I have as loan from abcd company?,neutral
How much loan amount can I take from you?,question
Borrowing limit?,neutral
Borrow limit?,neutral
Can you send me the info about money I can have from this loan?,question
Different loan amounts I can have as loan?,neutral
Final limit of money I can take as a loan?,neutral
For how long can I have your borrowed money?,question
How much amount I can get?,question
Is there any limit on loan I can have?,question
I can have what type of loan amount?,neutral
How much money can I take as loan?,question
How much loan can I get?,question
How much loan can I get ?,question
How much loan amount I can get?,question
How much loan amount can I take as a loan?,question
Amount till which you give loans to busineses?,neutral
As a loan how much loan amount can I take?,question
As a loan how much money can I have?,question
As loan how money can I have?,question
When will I have to give back the loan amount I take from abcd company direct?,question
What si the borrow limit?,question
What loan amount I can get as loan?,question
What is your borrowing limit?,question
What is the total amount I can borrow from this loan?,question
What is the money I can borrow from this loan?,question
What is the loan amount I can take as loan?,question
What is the limit of loan I can have?,question
What is money I Can take as a loan?,question
What is amount you give money to businesses?,question
What are the loan amounts that I can have?,question
What are the different loan amount I can have?,question
What amount of loan I can take from you?,question
Total money I can borrow from your loan?,neutral
Total amount of money I can have from your simplerloan?,neutral
Total amount of money I can have from your abcd company direct?,neutral
Total amount I can borrow from your loan?,neutral
Till what amount do you give loan?,question
Till amount which you give loan to businesses?,question
Tell me the money I can borrow from the loan?,neutral
Tell me the loan amount I can take from you?,neutral
Tell me the limit on loan that I have?,neutral
What is the borrowing limit?,question
Loan amount I can take from you?,neutral
Loan amount I can have?,neutral
Limit of money I can take as loan?,neutral
Need information about the money I can take from simplerloan?,question
Please send information about the amount of money I can have from this loan?,question
Please send information about the money I can have from this loan?,question
Need information about the money I can take from abcd company direct?,question
Need information about the amount I can take from this loan?,question
Need information about the amount I can take from abcd company direct?,question
Need details about how much money I can take from abcd company direct?,question
Need details about how much money I can take?,question
Need details about how much amount I can take from this loan?,question
Need details about how much amount I can take from abcd company direct?,question
Most money I can have as loan?,neutral
Money I can borrow from your company?,neutral
Money I can borrow from this loan?,neutral
Please tell me the amount I can borrow?,neutral
Please tell me the amount I can borrow from abcd company direct?,neutral
Please tell me the amount I can borrow from this loan?,neutral
Please tell me the money I can borrow from abcd company direct?,neutral
Send info about the amount I can have from this loan?,neutral
Send info about the money I can have from this loan?,neutral
Tell me the amount I can borrow from the loan?,neutral
borrow money given can used by me for which purposes?,neutral
Can this borrowed amount be used for business purposes?,question
Can this borrowed amount be used for business reasons?,question
Cases in which abcd company direct would be used be me,neutral
Different objectives I can do with abcd company direct?,neutral
Different purposes this borrowed amount can be used?,neutral
Different purposes this borrowed money can be used?,neutral
Different reasons this borrowed amount can be used?,neutral
Different reasons this borrowed money can be used?,neutral
For what functions can I use abcd company direct?,question
For what functions can I use this loan?,question
For what purposes can I use abcd company direct?,question
For what purposes can I use the borrowed amount?,question
For what purposes can I use the borrow money?,question
Which purposes can this borrowed amount be used for?,question
Which objectives can I fulfill with abcd company direct?,question
Where would I use you this loan?,question
Where would I use you abcd company direct?,question
Where to use abcd company direct money?,question
Where can I use this money from loan?,question
Where can I use this loan?,question
Where can I use the loan money?,question
Where can I use the loan?,question
Where can I used the loaned amount?,question
Where can I use abcd company direct,question
What can I use the money?,question
What can I use the loan money for?,question
What can I use the loan amount for?,question
What can I use the borrowed money for? What can I not use the borrowed money for?,question
What can I use the borrowed money for?,question
What are the various purposes that abcd company direct can be used for?,question
What are the various functions that abcd company direct can be used for?,question
What are the different things where abcd company direct is benificial?,question
What are the different things that abcd company direct can be used for,question
What are the different reasons this borrowed amount is valid?,question
What are the different purposes this borrowed money is valid?,question
What are the different purposes this borrowed amount is valid?,question
What are the different objectives can I fulfill with abcd company direct,question
Various reasons I can use the borrow money?,neutral
Various reasons I can use the borrowed amount?,neutral
Various purposes I can use the borrowed amount?,neutral
Use cases for this loan?,neutral
Use cases for abcd company direct,neutral
Which purposes can this borrowed money be used for?,neutral
if i am a stock market trader then can i get the loan,question
stock market trader then can i get the loan,neutral
stock market trader i need loan,neutral
stock market trader i need loan from abcd company,neutral
From abcd company i need loan and i'm in trading,neutral
Loan amount can be used where?,neutral
can i get loan for trading in stocks,neutral
Need loan for trading,neutral
For what reasons can I use abcd company direct?,question
For what reasons can I use the borrowed amount?,question
For what scenarios will abcd company direct help?,question
For what scenarios will this loan help?,question
For which functions will I use abcd company direct?,question
For which functions will I use this loan?,question
For which of the purposes will I use abcd company direct?,question
I can use the borrowed amount for what purpose?,neutral
I can use the borrowed amount for what reason?,neutral
In which scenarios would be abcd company direct useful?,question
In which scenarios would be this loan useful?,question
Is there any restriction on how I use the borrowed money for?,question
Loan amount can be used for doing what?,neutral
can i get loan for trading,question
Loan can be used for which purposes?,neutral
Loan I can use for which purposes?,neutral
Loan money Can be used where?,neutral
Loan money use?,neutral
loan would be used by me for which purposes?,neutral
Money of the loan can be used where?,neutral
Money taken by abcd company direct can be used where?,neutral
Need to taking abcd company direct?,neutral
Objective I can achieve by using abcd company direct?,neutral
Objective I can achieve by using this loan?,neutral
Please tell me where can I use abcd company direct,question
projects can I use the borrowed amount in ?,neutral
Purposes I can use the borrowed amount for?,neutral
reasons I can use the borrowed amount for?,neutral
Tell me the places where I can use the loaned amount?,neutral
Tell me what can I do with the loaned amount?,neutral
Tell me which objectives can I fulfill with abcd company direct?,neutral
The loaned amount can be used where?,neutral
Things for which abcd company direct would be useful?,neutral
Why to take abcd company direct?,question
Which reasons can this borrowed money be used for?,question
Amount granted by abcd company direct can be used by me for which purposes?,neutral
abcd company direct would be used by me for which purposes?,neutral
abcd company direct would be used by me for which functions,neutral
abcd company direct would be used by me for what purposes?,neutral
abcd company direct would be benificial for me in which purposes,neutral
abcd company direct can be use for which scenarios?,neutral
abcd company direct can be use for which purposes?,neutral
abcd company direct can be used by me for what purposes?,neutral
abcd company direct can be used by me for what kind of functions?,neutral
this loan would be used by me for which functions,neutral
Amount I can use for what reasons?,neutral
borrowed amount can be used for which of the purposes?,neutral
borrowed amount given can used by me for what reasons?,neutral
borrowed amount given can used by me for which purposes?,neutral
borrowed money can be used for which of the purposes?,neutral
borrow money given can used by me for what reasons?,neutral
FF7,neutral
Konami,neutral
SourPls,disappointment
lol,funny
i missed the nintendo stuff. what did they say about Animal crossing for the switch?,question
SourPls,disappointment
:ditto:,disappointment
cyberpunk cause i dont really like FF games,disappointment
GTA 6?,question
pfffff mgs4 on pc ......,disappointment
I gotta say Code Vein looked amazing,neutral
its xbox 2,neutral
yea metal gear collection on ps4/pc,neutral
Wolfenstein: Young Blood should be up next.,neutral
SourPls,disappointment
mrbrewed they don't actually know you're pregnant before you do,neutral
is E3 over?,question
qliruxezz there is no cod gameplay the confirmed it on Twitter,neutral
Suikoden 2 remaster on ps4!!d,neutral
IS THERE MW GAMEPLAY OR NOT,question
Oxxtazxxo coming out in march,neutral
By chat,neutral
When's GTA VI coming out?,question
darkl3gion00 sg,neutral
has nintendo been yet?,question
also neo,neutral
SourPls ayy ok,disappointment
SourPls,disappointment
pepsiman 2,neutral
akaruuU akaruuU akaruuU,neutral
Konami will show PES 20?,question
SourPls,disappointment
Code Vein looks awesome for sure peacemaker001,neutral
The only winner of E3 Is keanu  we had already seen FF7 and Cyberpunk not much new stuff,neutral
Metal Gear Pachinko for PC PogChamp,neutral
I WANT TETRIS REMASTERED Kappa,funny
if people like generic music Miserable of Sound makes crap like this all the time SeemsGood,neutral
Cancer Chat SeemsGood,neutral
sa786000 no none,neutral
No CoD gameplay.,neutral
Is Afterparty a game or a celebration of Apex Legends?,question
Konami special announcement ohnPanic,neutral
Chrispy1313 maaaaaaaaaaan,neutral
darkl3gion00 Var ingilizcen yok mu kardesim!??,question
how did gears 5 look?,question
uh fire emblem?,question
im down for silent hill tho,neutral
F O R T N I T E P L S,neutral
u got that?,question
efeymen ne diyon,neutral
Konami having a special announcement kinda scares me. LOL,funny
SourPls,disappointment
Pachinko LUL,funny
prepare for a silly gore trailer,neutral
PES LUL LUL,funny
Rockstar Games conference soon?,question
No Cyberpunk?? DansGame DansGame,question
when is for honor?,question
what about breath of the wild?,question
GUYS SHOW SOME RESPECT TO KONAMI THEYRE NOT BAD GUYS,neutral
Nintendo and Ubisoft are streaming rn. They have their own streams.,neutral
SourPls,disappointment
Judgment Kreygasm,disappointment
silent hill pachinko,neutral
i made this music :),neutral
voidable6 ok thanks,neutral
Doom eternal PogChamp,funny
Just tuned in. Was the Watch Dogs gameplay new or the same as the ubi conference?,question
SourPls WHATS SourPls THE SourPls OF SourPls THE SourPls SONG ? SourPls,question
hang_fire Either way ppl already sold their lives to the internet. Might as well get 10 bucks off new games,neutral
cyberpunk was yesterday or sundayu,neutral
anyone excited for the new FORTNITE battlepass lol!,neutral
What do weaboos eat for dinner?,question
dawgstermatic i am totally hoping its high customization. it looked beautiful,neutral
nymnWeird,neutral
GRANNY,neutral
IGN for cyberpunk next,neutral
voidable6 cod twitter ?,neutral
No :),neutral
is Kelly Link back?,question
Harsha,neutral
Hardik,neutral
nymnWeird,neutral
bu ne,neutral
PunchTrees,neutral
in doom eternal they discovered the level editor Kappa,neutral
KONAMI NEW MOBILE METAL GEAR DO YOU GUYS DONT HAVE PHONES? LUL,question
Imagine if Bully 2 suddenly got announced on E3 Kappa,neutral
nintendo won,neutral
heyitsrj ramen,neutral
bu ne beyler ben anlamadım,neutral
nymnK CHAT nymnK CHAT nymnK CHAT nymnK CHAT nymnK CHAT nymnK CHAT nymnK CHAT nymnK CHAT nymnK CHAT nymnK CHAT nymnK CHAT,neutral
where the big reveal,question
when is the modern warfare gameplay?,question
qliruxezz yeah and Charlie intel,neutral
Will there be somehing more about Cyberpunk this E3 or its done?,question
TJ_Frozen_Shades lol id lose it,neutral
Chaat when is halo realising?,question
doomy ternal,neutral
I missed Skate 4 BrainSlug FML BibleThump,neutral
call of duty ?,question
hi,neutral
slushied oh they decided to bow out and let amd take the show since amd is better.,neutral
Bully 2 really????,question
lirikK so em... source??,question
nvidias new cards are $4999 and $6999 Kappa,funny
halo won,neutral
Hai,neutral
PogChamp,funny
paris KKona,neutral
Bully 2 is real,neutral
New DOom WutFace,neutral
WutFace WutFace WutFace WutFace,disappointment
G,neutral
monkaS,neutral
DoctorWinters thanks,neutral
Heil,neutral
oh gawd...,neutral
PogChamp,funny
0/,neutral
Chub. bllblj in n u bb n. Nb vbbvm. Bb bb u u b. Lib. ,neutral
D:,neutral
DatSheffy,neutral
This Chat is breathtaking Kappa,funny
PogChamp,funny
peacemaker001 tbh same. Bully 2 is practically impossible just like half life 3 Kappa,funny
15% better then the other cars for only $3k more yo what a deal,neutral
nice,neutral
PogChamp PogChamp PogChamp PogChamp PogChamp,neutral
baby buu b. U u. H b by union. Bo,neutral
Lynerus with a $999 connector,neutral
PAPA,neutral
ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper,disappointment
brut (ditto),neutral
PogChamp PogChamp PogChamp,neutral
WHY IS CHAT SO SLOW WutFace,question
wolfenstein ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper,disappointment
nice,neutral
STRONK WOMANZ,neutral
let's rekt some nazis bois PogChamp,question
voidable6 amma go check thanks for info man,neutral
Oh. Ghhhhb Han n  kijnn##,neutral
oui can fin he,neutral
KKona Clap,neutral
yeaaahhhhhh,neutral
SourPls,disappointment
PogChamp,funny
boring,disappointment
NAZl COUNTRY? D:,neutral
F,neutral
mrbrewed just read a WaPo article about how many trackers your iPhone apps connect to overnight. Ridic,neutral
PogChmap,funny
PogChamp,funny
?? OMEGALUL,funny
DD,neutral
ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper,disappointment
TriHard,neutral
If Bully 2 got announced  it would make this E3 completely orth,neutral
more wolfenstein ResidentSleeper ResidentSleeper ResidentSleeper,neutral
WOLFENSTEIN YOUNG SJW,neutral
DatSheffy,neutral
Time to kill me some Nazis!,neutral
is dis wolfenstein,neutral
forsen1,neutral
haHAA,neutral
Zulfikeay You're breathtaking Kappa,funny
4Head,neutral
#OPEN BORDERS FOR ISRAEL,neutral
too much blood this game is scary,neutral
hail 2 u,neutral
KNIFE,neutral
Kappa,funny
OH THAT'S CRUEL,neutral
1980 PogChamp,funny
michael bay presents: EXPLOSIONS!,neutral
qliruxezz I can whisper u the link,neutral
nazers DansGame,neutral
monkaS,neutral
OMEGALUL killing so fun,neutral
yesssss f**k Nazis this looks amazing,neutral
Moar Anna Prosser Pls Kreygasm Kreygasm,funny
ало,neutral
wolfenstein 37 ResidentSleeper,neutral
WOLFENSTIEN!,neutral
Bit psycho lol,neutral
edsondelao I think they may have said holiday 2020?? don't quote me,question
woman protaganist haHAA,neutral
we already saw this at the amd event,neutral
Looks cool,neutral
nymnDab,neutral
is this the pewdiepie arc?,question
<3 <3 <3 <3,neutral
WHAT THE HELL,disappointment
FeelsAmazingMan STAB STAB FeelsAmazingMan,neutral
lesbicas futuristas,neutral
I like the main characters,neutral
in 2058 wolfenstein 104 ResidentSleeper,neutral
HotPokket,neutral
zzzzzzzzzzzzzzzzzzzzzzz,neutral
hans bring me die panzerschreck,neutral
stupid character,neutral
nymnOkay CHAT,neutral
carpenter brut xxxP,neutral
ResidentSleeper,disappointment
love it!!!!!!,neutral
wow,neutral
KILL NAZIS!!!!,neutral
2100?,question
wolfenstein in jungle ResidentSleeper,neutral
Killing Machines,neutral
FeelsAmazingMan STAB FeelsAmazingMan,neutral
mewlieHypeu,neutral
SSSsss,neutral
so original and kewl haHAA,neutral
wolfenstein in space ResidentSleeper,neutral
Mods DansGame,neutral
this looks pretty good tho,neutral
HotPokket,neutral
wolfenstein so good,neutral
SwiftRage SwiftRage SwiftRage SwiftRage,neutral
!host,neutral
Doom better,neutral
Progressive game LUL,neutral
ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper,disappointment
wolfenstein in asia ResidentSleeper,disappointment
xxxP Carpenter Brut callsign__apollo,neutral
destroying nazis PogChamp PogChamp PogChamp PogChamp PogChamp,funny
ahhh just like WW2,neutral
what the twitch robot should have been doing,neutral
Do you like instagibbing ppl into gore and never dying? EXPLKOSIONS!!! Pkewwww Pkewww.,funny
PowerUpR,neutral
WW2 was not like that DansGame,neutral
SMELLS like young blood,neutral
I am erect,neutral
SourPls,disappointment
wolfenstein in the moon ResidentSleeper,neutral
YIKES,disappointment
synced shots PogChamp,funny
Why so many shooters?,question
<3 <3 <3,neutral
PogChamp stein,funny
Murder Death Kill,neutral
Preorder LUL,funny
GOTY,neutral
BOORING!!!! MUSLIMS ARE THE NEW NAZIS!!! BOORING!!!! MUSLIMS ARE THE NEW NAZIS!!!BOORING!!!! MUSLIMS ARE THE NEW NAZIS!!!BOORING!!!! MUSLIMS ARE THE NEW NAZIS!!!BOORING!!!! MUSLIMS ARE THE NEW NAZIS!!!BOORING!!!! MUSLIMS ARE THE NEW NAZIS!!!BOORING!!!! MUSLIMS ARE THE NEW NAZIS!!!\,neutral
x11truRockOn,neutral
shooting,neutral
hey.,neutral
xokLUL xokLUL xokLUL xokLUL xokLUL,neutral
wassup young blood,neutral
wolfenstein in the sea ResidentSleeper,neutral
HotPokket,neutral
nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS nerosa2MonkaS,neutral
ResidentSleeper,disappointment
D:,neutral
LULW,neutral
LMAO,neutral
looks great,neutral
s,neutral
BORING,disappointment
Lacration edition,neutral
SingsNote SingsMic TwitchSings,neutral
haHAA,funny
Wamen,neutral
FeelsBadMan,funny
06 23 32 33 43 euro,neutral
stop making generic shooters,neutral
KappaPride,funny
wolfenstein in the sand ResidentSleeper,disappointment
ResidentSleeper ResidentSleeper,disappointment
D:,neutral
haHAA,funny
switch!,neutral
STUPID GF,neutral
I like it,neutral
laceUp,neutral
muh natzi killing,neutral
ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper,disappointment
WeirdChamp,neutral
AYO,neutral
They have the dumbest accents lol,neutral
Was that some Carpenter Brut?,neutral
KevinTurtle KevinTurtle KevinTurtle KevinTurtle,neutral
garbage,disappointment
D:,neutral
ResidentSleeper,disappointment
hyuck hyuck hyuck hyuck hycuk!,funny
Hardik,neutral
Harsha,neutral
i already pre ordered,neutral
fin nice dude xxxTHX,neutral
It's on switch lets go!,neutral
D:,neutral
lirikA lirikA lirikA lirikA lirikA lirikA lirikA lirikA lirikA lirikA lirikA lirikA,neutral
what is he wearing,neutral
so many shooters this year NotLikeThis,neutral
wolfenstein in air ResidentSleeper,neutral
Felegein!!! TriHard,neutral
Keanu Reeves Pog,neutral
sickkk,neutral
Get those micros in there,neutral
nymnWeird,neutral
nazis are the new nazis kiddo,neutral
JESUS PogChamp,neutral
ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper,disappointment
keanu reeves poggers,neutral
zekeFLIRT,neutral
JEBBUSSS,neutral
wtf lol,neutral
zekeLOVE zekeLOVE zekeLOVE,neutral
"Such bad writing so forced ""badass""",neutral
very good,neutral
yessssssss,neutral
they look so ugly ew,neutral
Say no to what? monkaS,question
Maximillian,neutral
JERK EleGiggle EleGiggle EleGiggle EleGiggle EleGiggle EleGiggle,neutral
JERK LUL,funny
killing nazis who wouldn�t,neutral
WE WANT CALL OF DUTY,neutral
Jerk?? LUL,funny
TriHard CHAT,neutral
WHEN IS MODERN WARFARE,question
ResidentSleeper ResidentSleeper ResidentSleeper,disappointment
say no tooooo...??,neutral
Can't say Nazzi in chat tho.,neutral
ayyy lono,neutral
WHERE IS KELLY LINK?,question
oh it's the MonkaS guy monkaS,neutral
my gf says to rage ya dam nerds,neutral
Every game has to be futuristic,neutral
don't show us that fat leg please,neutral
hoy mejoro lo que ofrecen la E3 o sigue siendo todo humo?,neutral
Jesus,neutral
ResidentSleeper,disappointment
Were there any news on Mario kart?,question
Wolfenstein ROCKS!,neutral
Its great more like it,neutral
guys when is cod mw ?,question
HotPokket Feminiazzis killing nazzis,neutral
COOP has never been done before PogChamp,funny
like four hours ago dude,neutral
BE NICE CHAT cyanAYAYA,neutral
I thought Modern Warfare announcements were at 3pm pst and that last schedule said it was at 1115am? Im so confused. This is so disorganized,question
Coop: The only thing better than kill nazis is to kill nazis with friends.,neutral
emilyccW emilyccW,neutral
orbitz133 emblaze1 pretty sure you missed it,neutral
slushied indeed  intel has to do something or they going down HARD,neutral
is he swedish lol that accent,neutral
Modern Warfare's been canceled.,neutral
SmoocherZ Zeek)))),neutral
when is call of duty ?,question
looks like a jerk,neutral
wolfenstein sucks,neutral
PogChamp PogChamp PogChamp,funny
HotPokket respect wamen,neutral
why not make it 3 to make TRIPLE FUN?????,question
sheldon,neutral
PanicVis,neutral
why female protagonists haHAA,neutral
This game looks solid,neutral
I've bought all the modern Wolfensteins but I might skip this one,neutral
They is no cod game play confirmed on Twitter,neutral
i think amd needs to be a BETTER card... not just the same stuff we already have a lower price,neutral
ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper theasmPotato theasmPotato theasmPotato theasmPotato theasmPotato theasmPotato theasmPotato theasmPotato theasmPotato theasmPotato,disappointment
Did yall know wolfenstein is game about killing Nazis,neutral
PunchyApe LMAOOO emilyccW,neutral
really? u wanna see call of dut? LOL,funny
PogChamp ooskysLove PogChamp,funny
OhMyDog OhMyDog OhMyDog OhMyDog,neutral
HELLO CUSTOMER SERVICE,neutral
AI companion FeelsGoodMan,neutral
de e ju fan Jerka,neutral
jerk LUL,neutral
Is this Machine Games?,question
That AIM,neutral
NA aim,neutral
That dude looks TWEAKEDDDD,neutral
wasn't cod like 3 hours ago?,question
ai companion going to ruin hardest difficulty majinLUL,neutral
More games should have co-op! heck yea Wolfenstein!,neutral
wow bad aim,neutral
forsenSheffy,neutral
Fin orbitz133 emblaze1 yep,neutral
MAP & HINTS? WTF,disappointment
who is the potato playing this?,question
cod modern warfare is soo cool.. will gameplay jetzt,neutral
punchyape lmao what emote is that you used,neutral
Docking,neutral
THAT AIM,neutral
even if it costs a lot likely still lower then nvidia will do so people who buy high end nvidia cards can try amd to,neutral
meangirloffline apparently,neutral
BAD PLAYER LUL,neutral
do you like exploding naazis? How about futuristic naaaziis? Now with cooop naaaziis killing power!!!,question
The new wolfensteins have been good,neutral
STORMTROOPER AIM,neutral
ai dumb,neutral
do a 1080 no scope,neutral
They didn't show any gameplay for CoD,neutral
wolfeinstein doesnt even have einstein in it,neutral
potato doa sss game,neutral
cool,neutral
DIED LOL,neutral
emilyccW emilyccW,neutral
died lol,neutral
sntr,neutral
ggwp xd,neutral
someone get this person aimbot,neutral
18 LUL,neutral
hi,neutral
Wokenstein,neutral
18 Kappa,funny
LUL that screen cut when the player died,funny
LR LR LR,neutral
Set in the 80s and about Nazis?,neutral
Doesn't look very good o.o,neutral
cringe,neutral
Diesel Armor.... VW Armor BloodTrail,neutral
l,neutral
ever wonder what COD gameplay look like? watch this one Kappa,question
"stop forcing this fake ""badass female"" bs",neutral
Twitch Partner Itssliker he deserves it.,neutral
Ő kimondta LUL,funny
legal?,neutral
NotLikeThis,neutral
is this game better than FIFA 09?,question
oh no,neutral
This looks great.,neutral
cant wait to play,neutral
HotPokket,neutral
WHAT?,question
damn im bored again...,disappointment
FailFish,neutral
alternate history,neutral
distRust,neutral
Whens MAHVEL???,question
bethesda let some worker child do the gameplay for the presentation? LUL,funny
soooooooooooooooooooooooooooooooooooooo stupid,neutral
s h i t g a m e,neutral
Are the white blocks armor?,question
Still contemplating if the 2060 is worth $369,neutral
Healthbars? What the hell,disappointment
i'm just getting here... What has been an awesome announcement to you??? Go  me,question
that's a terrible selling point,neutral
will GTA 6 be anounced??,question
bro... thats kinda cringe,neutral
it's not that the game's blood level is cruel,neutral
fifa 98,neutral
nice aim Kappa,funny
Hola!,neutral
Dig the brutality.,neutral
those damage bars ruin it,neutral
Will this be developed by Machine Games?,question
terrible,neutral
It looks like wolfenstein 2 but made by an SJW,neutral
haHAA RACIST IN CHAT,funny
can i switch to 3rd person for reasons? sodHAHA,question
not that bad,neutral
Great AI,neutral
AIMLESS,neutral
GTA 6 probably won't be announced until next year at the earliest,neutral
ResidentSleeper,neutral
coming up next: call of duty: copy psate edition,neutral
T W I N S,neutral
I Cringe at people who say Cringe,neutral
Any triggered nezis in the chat?,question
aimmmmmmm,neutral
im predicting: worst sales in the series LUL,neutral
Super Best Friends Play FeelsBadMan,neutral
lonoLewd lonoLewd lonoHype lonoHype lonoLewd lonoLewd lonoHype lonoHype lonoLewd lonoLewd lonoHype lonoHype,neutral
kykis9 igaSus,neutral
SmugThief NEW ZELDA GAME AHH,neutral
TERRIBLE haHAA,funny
bro y fortnite ?,question
Are they streaming someone at a booth? LUL,question
n000000000000000b,neutral
best AI ever,neutral
better FPS than I expected,neutral
this game series really sucks.....,neutral
nigerian,neutral
e z n00b,neutral
BULLET SPONGES,neutral
Call of Duty: Copy PASTE edition,neutral
NAZIS IN CHAT haHAA,funny
Fin sodLUL,neutral
did they talk about Pokemon already ?,question
JERK,neutral
18 Kreygasm,neutral
#KillingNazis.,neutral
"Is it me or is it funny how the only selling point of this game is ""killing nazis"" lyk ok chill out",neutral
"We've always had ""tough"" females in gaming",neutral
Cade os brs,neutral
Why are there health bars?!,question
NotLikeThis,neutral
wow this game is bad,neutral
BelarussianGuy YOOOOO any release date?,question
I like it!,neutral
this is a solid 2.86/10,neutral
F,neutral
!uptime,neutral
DOOM MODERN WAREFARE,neutral
wath fortnite ?,neutral
is the dark haired sister a reference to a character from the lost in space film,neutral
elaBruv,neutral
f,disappointment
f,disappointment
F,disappointment
f,disappointment
f,disappointment
hola,neutral
HAS FORTNITE HEEN ON ,neutral
This looks COOL PogChamp PogChamp PogChamp PogChamp PogChamp,funny
Is this on ez mode or is the AI just that bad?,question
This s hit looks just like Rage 2,neutral
f,disappointment
ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper ResidentSleeper,funny
Yeah the Healthbars are wack,neutral
F,disappointment
you received a pep! +50 health! OSFrog,neutral
frames dropping? or just me,question
F,disappointment
HeyGuys,neutral
f,disappointment
F,disappointment
f,disappointment
f,disappointment
HELP,neutral
F,disappointment
f??,disappointment
ResidentSleeper,disappointment
F,disappointment
zeke has such wonderful descriptions,neutral
F,disappointment
f,disappointment
F,disappointment
LUL next slide please LUL,funny
F,disappointment
F,disappointment
WTFF,disappointment
g,neutral
f,disappointment
F,disappointment
f,disappointment
F,disappointment
F,disappointment
Hackz,neutral
F,disappointment
F,disappointment
f,disappointment
f,disappointment
F,disappointment
F,disappointment
F,disappointment
F,disappointment
F,disappointment
F,disappointment
f,disappointment
f,disappointment
Rip,disappointment
f,disappointment
F,disappointment
f,disappointment
F,disappointment
f,disappointment
F,disappointment
f,disappointment
f,disappointment
f,disappointment
F,disappointment
f,disappointment
FeelsBadMan F,disappointment
ff,disappointment
astrovrSlain,neutral
f,disappointment
F,disappointment
WutFace,neutral
ResidentSleeper,disappointment
F,disappointment
f,disappointment
F,disappointment
F,disappointment
f,disappointment
lag,disappointment
F,disappointment
F,disappointment
f,disappointment
f,disappointment
f,disappointment
just F'ed,disappointment
f,disappointment
f,disappointment
F,disappointment
f,disappointment
F,disappointment
F,disappointment
f,disappointment
f,disappointment
F,disappointment
f,disappointment
f,disappointment
ffffffffffff,disappointment
F,disappointment
f,disappointment
f,disappointment
panicBasket,disappointment
fffffffffffff,disappointment
F,disappointment
panicBasket,disappointment
F,disappointment
F,disappointment
F,disappointment
f,disappointment
Z,neutral
nice gameplay,neutral
f,disappointment
F,disappointment
f,disappointment
F,disappointment
F,disappointment
f,disappointment
F,disappointment
panicBasket,neutral
F PEP,disappointment
oh geez...,disappointment
F,disappointment
game so bad it crashed.,disappointment
f,disappointment
F,disappointment
f,disappointment
F,disappointment
RIP,disappointment
f,disappointment
f,disappointment
f,disappointment
f,disappointment
wirseeBOSS wirseeELLO wirseeEXEC wirseeELLO wirseeBOSS wirseeEXEC,neutral
FFFFFFFFFFF,disappointment
F,disappointment
f,disappointment
YOU HAD ONE JOB TWITCH!!!,disappointment
F,disappointment
f f f f ugggg,disappointment
f,disappointment
F,disappointment
panicBasket,disappointment
f,disappointment
F,disappointment
-12 fps,neutral
FeelsGoodMan NEXT SLIDE,neutral
F,disappointment
damage stats and health bars are gay as hell,neutral
f,disappointment
f,disappointment
F DED,disappointment
big f,disappointment
